OBJECTID_1,NAME,Build_Weig,Id_Folder,Name_Folde,Date,Year_Month,X,Y
143,Развязка Рублевское-МКАД,5,167,развязка рублевское-МКАД,2015-07-27,201507,37.371177,55.767139
400,,2,168,Развязка ш. Энтузиастов - СВ хорда,2017-10-23,201710,37.744946,55.753828
404,"улица Расплетина, 21",2,169,Расплетина 21,2018-01-29,201801,37.481795,55.798317
401,Российский государственный архив социально-политичес,1,170,РГАСПИ,2016-09-21,201609,37.612274,55.762534
402,"улица Арбат, 2/1",1,171,Ресторан Прага Арбат,2018-05-07,201805,37.599501,55.752406
61,Рижский вокзал,1,172,Рижский вокзал,2015-07-28,201507,37.632588,55.79288
62,Савеловский вокзал,1,173,Савеловский вокзал,2015-07-28,201507,37.588166,55.794345
403,Старый сиреневый сад Л.А. Колесникова,0,174,Сад Колесникова,2016-09-05,201609,37.508986,55.796232
63,Садовнический мост,2,175,Садовнический мост,2015-09-16,201509,37.630559,55.745832
405,,4,176,Саларьево,2018-02-07,201802,37.417055,55.620385
406,"МКАД, 65-й километр, вл1",3,177,Синдикат 65 км МКАД,2018-02-15,201802,37.381817,55.807159
408,"Большой Саввинский переулок, 12с8",1,178,Сохо и ТЭЦ,2018-03-02,201803,37.562257,55.732598
81,Стадион Локомотив,3,179,Стадион Локомотив,2017-10-24,201710,37.741218,55.803513
82,Стадион Открытие Арена Спартак,3,180,Стадион Открытие Арена Спартак,2017-06-09,201706,37.440364,55.817857
144,стадион ЦСКА,3,181,Стадион ЦСКА,2016-07-12,201607,37.516181,55.791048
64,Сухаревская эстакада,2,182,Сухаревская эстакада,2015-09-16,201509,37.620378,55.773647
410,"Тверская улица, 28к2",2,183,Тверская улица 26 28 30,2018-03-05,201803,37.598912,55.769346
414,"Тверская улица, 8",2,184,"Тверская, 8",2017-08-21,201708,37.60953,55.762326
415,Площадь Тверская Застава,2,185,Тверской путепровод и пл. Тверская Застава,2017-08-23,201708,37.583548,55.776942
65,Театр на Таганке,1,186,Театр на Таганке,2015-07-28,201507,37.65383,55.743244
66,Театр Российской Армии,1,187,Театр Российской Армии,2015-07-28,201507,37.613851,55.782788
416,Московский академический театр сатиры,1,188,Театр Сатиры,2018-04-15,201804,37.59546,55.768305
67,Тессинский мост,2,189,Тессинский мост,2015-09-24,201509,37.648691,55.749373
506,,0,191,Третья Магистральная улица,2018-02-06,201802,37.52434,55.760808
68,Третьяковская галерея,2,192,Третьяковская галерея,2015-07-28,201507,37.62025,55.741341
417,,0,193,Трехгорка,2017-01-23,201701,37.336269,55.695346
113,Гостиница Ленинградская,3,194,Три вокзала и гостиница Ленинградская,2015-07-28,201507,37.65153,55.774022
69,Триумф-Палас,4,195,Триумф-Палас,2015-07-28,201507,37.520726,55.798232
418,ТРЦ Гагаринский,2,196,ТЦ Гагаринский,2017-02-10,201702,37.592172,55.706951
419,Метрополис,3,197,ТЦ Метрополис и МЦК Балтийская,2017-10-23,201710,37.497287,55.823386
421,"Славянский бульвар, вл3",2,198,ТЦ Океания,2017-12-25,201712,37.476673,55.727925
423,"Семёновская площадь, 1",1,199,ТЦ Семеновский,2016-09-05,201609,37.721097,55.782871
422,"Хорошёвское шоссе, 27",2,200,ТЦ Хорошо,2016-09-04,201609,37.523666,55.777022
424,"улица Ильинка, 5/2",1,201,ул Ильинка 5_2,2018-04-08,201804,37.624785,55.754974
425,"улица Ильинка, 8с2",1,202,ул Ильинка 8с2,2018-04-18,201804,37.626677,55.755025
426,"улица Ильинка, 6/1с1",1,203,улица Ильинка 6_1с1,2018-04-18,201804,37.62624,55.754626
427,"Мантулинская улица, вл5",1,204,Усадьба Студенец,2017-08-23,201708,37.55389,55.75316
428,,2,205,Фирcановка_Эстакада,2016-06-28,201606,37.258617,55.956275
429,"Старая Басманная улица, 16/1",1,206,Храм Великомученика Никиты на Старой Басманной,2017-08-31,201708,37.661845,55.765672
508,Успенская звонница,0,207,Храм Князь Владимир,2016-11-09,201611,37.618191,55.750915
430,Храм Святого праведного Иоанна Русского,1,208,Храм на углу Ярцевской и Молодогвардейской ул,2018-02-08,201802,37.405215,55.734365
509,,0,209,Храм Святителя Николая на Болвановке,2017-09-29,201709,37.653301,55.742477
431,Храм Святителя Николая на Болвановке,1,209,Храм Святителя Николая на Болвановке,2017-09-29,201709,37.652622,55.742758
76,Храм Святителя Николая Чудотворца в Кленниках,2,210,Храм Святителя Николая Чудотворца в Кленниках,2016-06-06,201606,37.632117,55.757496
78,Храм Святых Бессребреников Космы и Дамиана,2,211,Храм Святых Бессребреников Космы и Дамиана,2018-09-19,201809,37.638496,55.757867
70,Художественный,1,212,Художественный,2015-07-28,201507,37.602017,55.752383
432,Музей-заповедник Царицыно,5,213,Царицыно_комплекс_зданий,2017-02-07,201702,37.682497,55.615862
433,Центральный дом Художника,2,214,ЦДХ,2017-08-15,201708,37.605674,55.734998
434,Храм Рождества Пресвятой Богородицы на Кулишках,1,215,Церковь Богородицы на Солянке,2018-05-06,201805,37.63989,55.752877
435,Храм преподобного Симеона Столпника на Поварской,1,216,Церковь Симеона Столпника на Поварской,2017-11-30,201711,37.597003,55.753346
436,Центральная Избирательная Комиссия России,1,217,ЦИК,2017-02-10,201702,37.626579,55.757575
117,Цирк на Вернадского,2,218,Цирк на вернадского,2015-07-28,201507,37.540287,55.694404
118,Чугунный мост,2,219,Чугунный мост-,2015-09-16,201509,37.6262,55.746224
71,Шаболовская телебашня,3,220,Шаболовская телебашня,2015-07-28,201507,37.61158,55.717325
83,Шелепихинский мост,3,221,Шелепихинский мост,2015-10-14,201510,37.516786,55.753526
119,Шлюзовой мост,2,222,Шлюзовой мост-,2015-09-16,201509,37.648846,55.731357
120,Электрозаводский мост,2,223,Электрозаводский мост-,2015-10-13,201510,37.699366,55.782705
437,,3,224,Ясный проезд,2018-01-30,201801,37.633174,55.874033
123,Высокояузский мост,2,225,Высокояузский мост,2015-10-09,201510,37.655893,55.750435
201,Зелёный театр,1,226,Зеленый_театр,2018-07-04,201807,37.61752,55.831458
200,"ул. Моховая, 12",1,227,Моховая_12,2018-04-21,201804,37.610587,55.751483
199,Храм иконы Божией Матери «Всех скорбящих Радость»,1,228,Скорбященский_храм_на_Ордынке,2018-07-02,201807,37.624446,55.741481
198,Покровская церковь Марфо-Мариинской обители на Большо,1,229,Покровский_храм_на_Ордынке,2018-07-05,201807,37.623245,55.73765
197,Дворец Шереметевых в Кусково,2,230,усадьба Кусково,2018-05-18,201805,37.807565,55.735255
193,Останкинский дворец,2,231,Усадьба Останкино,2018-05-02,201805,37.61464,55.824941
192,Триумфальная арка,2,232,триумфальная_арка,2018-06-24,201806,37.520002,55.736804
190,"городок имени Баумана, 2",1,233,усадьба_измайлово,2018-05-08,201805,37.7617,55.791209
181,Храм святителя Николая в Пыжах,1,234,Храм святителя Николая в Пыжах,2018-05-08,201805,37.624932,55.738865
180,Москвариум,3,235,Москвариум,2018-06-23,201806,37.618462,55.832827
179,Храм Иверской иконы Божьей Матери на Всполье,1,236,Храм Иверской Иконы на Ордынке,2018-07-02,201807,37.624658,55.736273
229,Апраксинский дворец,2,237,Апраксинский дворец,2018-05-06,201805,37.648077,55.759428
231,Фонтан в Сокольниках,1,238,Фонтан в Сокольниках,2018-05-08,201805,37.676554,55.794601
178,,1,239,Храм Живоначальной Троицы в Листах,2018-05-10,201805,37.631884,55.771702
228,Особняк Морозовой,2,240,Особняк Морозова,2018-06-29,201806,37.603588,55.753246
227,Галерея Глазунова,2,241,Галерея Глазунова,2018-06-30,201806,37.606745,55.746385
226,Дом культуры на ВДНХ,1,242,ВДНХ - Дом культуры,2018-07-03,201807,37.635667,55.832797
225,Совет Федерации Федерального Собрания РФ,3,243,совет_федерации,2018-07-03,201807,37.612451,55.764534
224,"Кунцевская улица, 17",2,244,Кунцевская 17,2018-07-03,201807,37.414702,55.729693
223,"Большая Садовая улица, 10",1,245,Большая Садовая 10,2018-07-23,201807,37.593352,55.767189
222,Ленинская библиотека,2,246,Ленинская библиотека,2018-08-01,201808,37.609298,55.751257
218,,1,247,Ленинградское_шоссе_69,2018-07-09,201807,37.456818,55.867883
438,,1,248,Эстакада на ул Толбухина,2018-07-11,201807,37.403808,55.726943
233,Мост имени 1905 года (Горбатый мост),1,249,Горбатый мост,2018-07-13,201807,37.576075,55.755452
439,"улица Воздвиженка, 8/1с1",1,250,Усадьба Разумовского,2018-07-15,201807,37.607203,55.752881
211,ГЭС-1 им. П. Г. Смидовича,2,251,ГЭС №1 (Раушская наб_ 10),2018-07-23,201807,37.630566,55.748014
210,"Никольская улица, 5/1с3",1,252,Никольская улица_5_1с3,2018-07-24,201807,37.619564,55.755791
209,"Мясницкая улица, 21с1",1,253,Мясницкая ул_21-стр1,2018-08-10,201808,37.635808,55.76443
234,Храм Иоанна Богослова,2,254,"Храм Иоанна Богослова (Новая площадь, 12)",2018-07-26,201807,37.627788,55.757566
230,Дом с Атлантами,1,255,Дом с Атлантами,2018-07-28,201807,37.640409,55.752429
232,Дом Наркомфина,2,256,Дом Наркомфина,2018-08-04,201808,37.581474,55.756946
208,Дом Союзов,2,257,дом_союзов,2018-08-28,201808,37.616448,55.75889
207,Доходный дом А.М. Михайлова,2,258,"Доходный дом михайлова (Б Дмитровка, 9)",2018-08-14,201808,37.61406,55.761452
206,"Старая площадь, 6с1",2,259,Библиотека Администрации Президента (Старая пл),2018-08-11,201808,37.631484,55.754474
205,Собор Рождества Богородицы,1,260,Рождественский_монастырь,2018-08-12,201808,37.624462,55.76587
204,Дом князя Волконского,2,261,Дом_Волконского,2018-08-12,201808,37.604762,55.752547
203,Центральный универсальный магазин,3,262,ЦУМ,2018-08-17,201808,37.619775,55.760775
461,"ул. Покровка, 44",1,263,"Доходный дом МКО (улица Покровка, 44)",2018-09-11,201809,37.653987,55.762826
202,Храм Флора и Лавра,1,264,Храм_Флора_и_Лавра,2018-08-18,201808,37.637842,55.728394
440,Церковь Воскресения Словущего в Барашах,1,265,"Церковь Воскресения Словущего в Барашах (Барашёвский пер, 126)",2018-08-22,201808,37.649245,55.759834
442,Кинотеатр Круговая кинопанорама,1,266,Круговая кинопанорама,2018-08-24,201808,37.629864,55.827074
443,"Ермолаевский переулок, 9",1,267,Патрики,2018-10-03,201810,37.59067,55.764574
513,Мясницкая 3,1,268,Мясницкая 3,2018-08-25,201808,37.629757,55.760184
441,"Георгиевский переулок, 3/3",1,269,Новый Манеж,2018-08-28,201808,37.615354,55.759466
511,,1,270,Южное Бутово,2018-08-30,201808,37.525517,55.540023
512,"улица Петровка, 38 МВД",2,271,Петровка_38,2018-09-01,201809,37.61314,55.76991
445,Эстакада,2,272,Маршала Савицкого 2,2018-09-03,201809,37.574707,55.508403
446,ГБОУ Романовская школа,1,273,ГБОУ Романовская школа,2018-09-07,201809,37.582232,55.77281
447,Телеграф,2,274,Телеграф,2018-09-07,201809,37.61105,55.758302
448,Избирательная_Комиссия_МО,2,275,Избирательная_Комиссия_МО,2015-09-08,201509,37.390379,55.803413
449,Штаб_Собянина_Покровка_47,1,276,Штаб_Собянина_Покровка_47,2018-09-08,201809,37.654064,55.763614
451,Штаб_Кумина_Пушкинская_пл_5,1,277,Штаб_Кумина_Пушкинская_пл_5,2018-09-08,201809,37.605448,55.766278
452,Берсеневсий пер 3,1,278,Берсеневсий пер 3,2018-09-08,201809,37.609972,55.741451
450,Штаб_Дегтярёва_Басманная_3,1,279,Штаб_Дегтярёва_Басманная_3,2018-09-08,201809,37.656097,55.764873
556,"улица Петровка, 14с1",2,280,Усадьба_Раевских,2018-10-07,201810,37.618362,55.763265
514,"Ленинградский проспект, 15с1",1,281,Фабрика Большевик,2018-10-05,201810,37.572054,55.781601
